,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,channel,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-83.97884,-88.65588,-90.92345,-93.33628,-101.63345,-88.6824,-74.0039,-64.15312,0.127175808,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.5,0
1,-74.45902,-77.10124,-87.40271,-91.4558,-97.18635,-89.11662,-70.46046,-58.06721,0.257737875,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.533604888,0.033604888
2,-81.53304,-80.2982,-91.73234,-91.2961,-93.53323,-87.88409,-79.08123,-65.57464,0.388877392,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.567209776,0.067209776
3,-82.89638,-77.80301,-93.74014,-96.45056,-83.59131,-82.44293,-66.72536,-57.16367,0.518202543,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.600814664,0.100814664
4,-89.48784,-72.56712,-81.30895,-82.8042,-85.87405,-85.14157,-68.56069,-58.57463,0.648713112,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.634419552,0.134419552
5,-76.88578,-73.25624,-78.24694,-86.70192,-94.60349,-87.486,-64.21281,-53.2805,0.776109695,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.66802444,0.16802444
6,-79.44954,-77.28093,-93.82801,-89.76417,-95.68938,-87.95471,-79.23489,-69.50297,0.906099796,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.701629328,0.201629328
7,-91.05893,-79.65843,-82.61015,-96.08641,-87.87233,-85.96065,-80.4707,-69.72512,1.035235882,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.735234216,0.235234216
8,-75.50706,-90.5434,-101.39481,-89.66699,-93.78704,-84.85452,-68.64332,-59.21918,1.1638515,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.768839104,0.268839104
9,-83.00043,-70.7471,-78.40608,-81.00475,-88.72607,-83.1086,-61.43526,-51.41762,1.289946795,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.802443992,0.302443992
10,-81.58347,-75.93604,-83.63206,-104.3075,-93.33527,-90.20609,-72.98347,-64.76673,1.419981956,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.83604888,0.33604888
11,-74.51045,-75.40698,-82.93991,-85.18355,-98.27618,-81.59151,-59.23506,-52.23675,1.547422886,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.869653768,0.369653768
12,-79.45205,-75.10912,-92.84915,-88.62409,-92.38356,-93.71977,-75.0901,-66.34715,1.677674532,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.903258656,0.403258656
13,-79.09607,-71.77371,-99.80901,-88.08713,-93.47424,-97.056,-65.01939,-59.16882,1.806215763,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.936863544,0.436863544
14,-99.61382,-72.64532,-83.52656,-91.15982,-88.63353,-82.5511,-60.31884,-55.78717,1.937924385,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,0.970468432,0.470468432
15,-87.54394,-74.20807,-94.9248,-87.57867,-98.8951,-79.06728,-65.70545,-61.61957,2.064591169,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,1.00407332,0.50407332
16,-81.00397,-82.94371,-86.81345,-91.61742,-89.23363,-84.1489,-63.05777,-58.08493,2.196974993,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,1.037678208,0.537678208
17,-87.22027,-79.98334,-88.7963,-90.92699,-93.56903,-89.5705,-78.17933,-75.02947,2.327340126,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,1.071283096,0.571283096
18,-76.84988,-68.11993,-89.26065,-86.76409,-93.22395,-82.52321,-54.17755,-50.82228,2.457099915,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,1.104887984,0.604887984
19,-78.17584,-82.23187,-88.1976,-94.44895,-104.70737,-90.53558,-60.52156,-56.32871,2.585093737,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,1.138492872,0.638492872
20,-77.77018,-72.79451,-88.90551,-87.66261,-84.90542,-92.51036,-57.50055,-54.85833,2.715970516,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,1.17209776,0.67209776
21,-76.94129,-69.9281,-80.65469,-81.108,-85.2438,-92.40205,-56.61669,-54.44893,2.84690094,1,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,1.205702648,0.705702648
22,-80.52348,-79.69661,-86.30771,-92.89418,-97.18639,-81.74101,-88.214,-83.93255,2.977265835,0,0.4,915.5,8.5,13,0,8,6.5,17.5,12.5,8.8,6.3,0,6,1.239307536,0.739307536
