,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,channel,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-83.01426,-87.03052,-87.79623,-89.52816,-98.12112,-86.131,-92.43088,-78.36855,0.1355910301208496,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.5,0.0
1,-81.91003,-79.57364,-83.81451,-85.1553,-91.31419,-80.21352,-93.63038,-80.9314,0.2627418041229248,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.534020618556701,0.03402061855670103
2,-74.86837,-75.21277,-81.77578,-80.13699,-105.25394,-82.31088,-87.99937,-89.71735,0.3947765827178955,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.568041237113402,0.06804123711340206
3,-81.50235,-76.72754,-86.17693,-89.24713,-91.28225,-87.06069,-84.08011,-81.02285,0.5230727195739746,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.6020618556701031,0.10206185567010309
4,-78.64457,-74.90221,-79.02193,-79.66057,-83.11899,-86.49419,-85.99407,-77.67397,0.6508233547210693,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.6360824742268041,0.1360824742268041
5,-77.4949,-78.21542,-81.0477,-89.95292,-96.74546,-83.70336,-94.25841,-82.82451,0.7768807411193848,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.6701030927835051,0.17010309278350513
6,-81.93607,-79.71503,-80.44245,-85.30844,-85.59881,-85.74054,-88.03721,-84.94184,0.9047410488128662,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.7041237113402061,0.20412371134020618
7,-90.60164,-82.84221,-89.47389,-96.64094,-102.08324,-89.46731,-87.10407,-81.21486,1.030503749847412,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.7381443298969073,0.2381443298969072
8,-81.99985,-85.38142,-83.47762,-96.32639,-95.24517,-79.33574,-84.82378,-92.216,1.158277988433838,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.7721649484536082,0.2721649484536082
9,-77.76837,-77.83868,-83.18359,-82.58067,-103.60759,-94.70916,-73.43056,-73.73692,1.2841827869415283,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.8061855670103093,0.30618556701030925
10,-80.09695,-88.19279,-80.40417,-84.76854,-87.58936,-82.54499,-76.14672,-73.45287,1.4111828804016113,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.8402061855670102,0.34020618556701027
11,-76.22404,-74.00273,-73.84416,-74.88432,-83.17027,-79.28809,-75.05959,-74.66374,1.5357224941253662,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.8742268041237113,0.3742268041237113
12,-77.70324,-73.08609,-77.43903,-79.61777,-90.19417,-84.09157,-80.41745,-80.96222,1.6645019054412842,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.9082474226804124,0.40824742268041236
13,-86.15942,-86.81259,-76.77537,-81.94106,-94.30145,-85.97079,-89.7029,-81.0006,1.7889165878295898,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.9422680412371134,0.4422680412371134
14,-75.19694,-77.62794,-72.43732,-75.16634,-83.7641,-84.16032,-76.18036,-78.00674,1.9173200130462646,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,0.9762886597938144,0.4762886597938144
15,-71.47975,-78.14856,-77.91965,-83.17595,-85.8363,-86.39232,-75.81796,-74.04462,2.044039726257324,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.0103092783505154,0.5103092783505154
16,-82.03995,-85.19054,-76.22029,-76.67403,-87.16389,-93.03577,-74.35723,-76.95563,2.17085599899292,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.0443298969072163,0.5443298969072164
17,-74.56669,-77.04431,-77.92326,-82.58949,-86.01084,-96.72831,-79.38462,-82.60165,2.2967731952667236,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.0783505154639175,0.5783505154639175
18,-70.29713,-75.66998,-86.13514,-87.99949,-82.6665,-82.19369,-94.01547,-81.71194,2.424544334411621,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.1123711340206186,0.6123711340206185
19,-85.70531,-76.72551,-86.82505,-88.51961,-89.75415,-84.28047,-86.71782,-84.42515,2.550825834274292,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.1463917525773195,0.6463917525773195
20,-76.21469,-77.31291,-86.10796,-88.53691,-92.06815,-86.44276,-91.34439,-82.91743,2.678009510040283,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.1804123711340204,0.6804123711340205
21,-78.39371,-79.60349,-78.90058,-87.4373,-85.52432,-90.6478,-96.92075,-77.73228,2.803159475326538,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.2144329896907216,0.7144329896907216
22,-83.12277,-78.48793,-84.56934,-88.05183,-88.43818,-87.44243,-92.53444,-81.88814,2.931131362915039,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.2484536082474227,0.7484536082474226
23,-77.81664,-78.36909,-90.44769,-90.14157,-94.55822,-81.89667,-95.34788,-81.19012,3.0565290451049805,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.2824742268041236,0.7824742268041236
24,-87.67146,-81.32382,-91.75993,-93.62208,-99.78824,-85.09331,-97.79463,-78.1695,3.1830220222473145,0.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,2.0,1.3164948453608247,0.8164948453608247
