,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-73.93239,-80.78217,-87.30688,-85.82436,-69.65869,-74.38419,-81.55054,-102.15031,0.053076506,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.8,0
1,-78.48695,-83.64696,-86.9287,-85.60183,-71.51409,-76.86029,-79.83262,-97.27493,0.106785536,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.812813046,0.012813046
2,-82.89252,-83.95736,-89.14796,-86.42596,-72.37952,-77.57037,-80.6721,-89.16733,0.16174531,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.825626092,0.025626092
3,-87.29529,-83.11967,-90.39536,-85.62868,-72.31162,-76.0748,-79.52748,-89.94777,0.215372562,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.838439138,0.038439138
4,-90.14841,-82.84984,-88.89075,-85.03113,-71.43949,-76.36946,-80.25214,-88.5276,0.269820929,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.851252184,0.051252184
5,-82.13506,-83.18806,-87.71698,-84.05261,-70.53531,-79.16341,-85.85712,-86.17458,0.323134422,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.86406523,0.06406523
6,-75.39651,-83.61945,-89.21129,-82.85641,-70.54096,-86.41077,-94.09781,-84.70316,0.376913548,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.876878276,0.076878276
7,-71.86082,-82.59224,-87.59755,-85.07568,-71.78011,-91.00978,-101.1177,-83.72358,0.430098295,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.889691322,0.089691322
8,-68.76785,-80.37068,-83.51566,-85.62016,-76.38281,-78.08228,-100.35223,-83.99175,0.485097408,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.902504368,0.102504368
9,-66.66125,-78.92712,-81.75999,-87.07623,-92.73295,-73.28752,-84.15352,-84.32479,0.539096117,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,1.8,1.915317414,0.115317414
