,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-64.9402,-73.42976,-79.49007,-77.99499,-63.54016,-68.77997,-67.12978,-80.52103,0.054275274,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.8,0
1,-64.43036,-73.88013,-80.37577,-76.54153,-63.06867,-65.90558,-70.93113,-81.22424,0.107281446,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.812147985,0.012147985
2,-64.69888,-74.7745,-80.37047,-77.17377,-63.51512,-64.94028,-72.74454,-78.8215,0.162340641,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.824295969,0.024295969
3,-65.69054,-76.97604,-81.80449,-78.77401,-65.05463,-65.4781,-69.19116,-76.42033,0.215279579,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.836443954,0.036443954
4,-68.13404,-80.00967,-82.12443,-82.13147,-66.41595,-67.12866,-66.15533,-74.7839,0.268145561,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.848591938,0.048591938
5,-71.3691,-83.59224,-82.57037,-86.68983,-65.63367,-70.59889,-64.71514,-76.07462,0.32071209,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.860739923,0.060739923
6,-75.68652,-84.66631,-83.128,-85.27906,-64.41472,-74.34277,-64.0191,-75.63736,0.373729944,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.872887907,0.072887907
7,-80.01945,-84.98309,-82.01069,-83.70401,-63.97544,-72.34073,-64.81692,-76.43505,0.425943375,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.885035892,0.085035892
8,-80.03221,-85.7462,-83.50984,-81.92092,-64.33245,-68.51497,-67.02293,-79.26101,0.4790411,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.897183876,0.097183876
9,-77.67175,-86.70837,-84.16685,-81.03548,-64.9786,-66.78257,-70.81752,-83.40686,0.531797409,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.909331861,0.109331861
10,-74.77505,-87.62927,-86.06554,-81.25734,-65.71268,-66.33271,-76.6759,-83.2556,0.58461833,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.921479845,0.121479845
11,-73.20928,-85.14857,-87.18119,-82.16837,-66.41274,-67.03099,-73.34448,-80.5697,0.637710333,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.93362783,0.13362783
12,-71.7892,-81.2287,-84.13305,-84.01721,-66.59159,-69.58464,-68.27852,-78.91743,0.691230536,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,3.8,1.945775814,0.145775814
