,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-86.16312,-83.69608,-91.50886,-86.74597,-72.41053,-76.55605,-80.59576,-93.30025,0.053883076,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.8,0
1,-83.77563,-84.81987,-94.59254,-90.30708,-71.65635,-76.87926,-80.57141,-90.17489,0.108217001,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.812514221,0.012514221
2,-82.77164,-88.86578,-95.32904,-92.08257,-69.4338,-76.19435,-79.23074,-83.63676,0.160427809,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.825028441,0.025028441
3,-84.5903,-91.67525,-96.2962,-90.61884,-68.39413,-74.43289,-76.50514,-79.01691,0.21467042,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.837542662,0.037542662
4,-88.1491,-89.31715,-101.29572,-86.75403,-69.53603,-73.97102,-75.60663,-76.42754,0.267235041,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.850056883,0.050056883
5,-77.86633,-86.47041,-87.83963,-81.33519,-73.65854,-74.49748,-79.11417,-76.7811,0.321174383,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.862571104,0.062571104
6,-72.28146,-82.13585,-82.08191,-77.30965,-77.67443,-73.86929,-87.29751,-79.08632,0.374116659,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.875085324,0.075085324
7,-69.45052,-77.87348,-78.54218,-75.38232,-71.30401,-72.96022,-76.34064,-84.45265,0.427828789,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.887599545,0.087599545
8,-68.2985,-75.28473,-77.25215,-74.8317,-69.51412,-73.77068,-71.65028,-78.51417,0.481726408,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.900113766,0.100113766
9,-68.45398,-74.91833,-77.45062,-75.99062,-70.22693,-76.14731,-69.81527,-75.06925,0.534632444,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,2.8,1.912627986,0.112627986
