,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-59.42669,-62.99539,-87.03321,-79.13359,-63.26446,-66.97568,-76.72871,-76.2789,0.056499004,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.8,0
1,-57.99727,-60.94916,-94.06674,-78.76073,-62.98947,-67.26346,-79.7813,-75.42463,0.111455917,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.813033175,0.013033175
2,-56.18848,-59.44964,-86.23058,-75.48536,-63.56425,-67.7144,-75.92373,-75.18044,0.166953087,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.826066351,0.026066351
3,-54.75283,-58.67638,-81.21359,-72.95277,-64.74144,-67.12129,-71.82654,-75.26347,0.221362114,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.839099526,0.039099526
4,-53.39656,-58.16557,-78.45762,-71.6038,-64.18268,-65.69917,-68.26437,-75.39499,0.274763346,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.852132701,0.052132701
5,-52.35238,-57.86279,-77.71797,-70.73811,-61.85293,-63.86234,-66.79106,-73.82185,0.32730794,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.865165877,0.065165877
6,-51.77097,-57.40736,-77.69791,-70.58298,-60.29726,-62.7277,-66.81754,-74.12341,0.380488396,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.878199052,0.078199052
7,-51.65528,-57.06372,-79.66916,-70.82121,-59.52986,-62.41674,-67.62454,-75.24001,0.432576418,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.891232227,0.091232227
8,-51.9833,-57.06904,-83.08558,-71.65946,-59.65748,-62.89637,-71.52879,-78.38916,0.485468864,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.904265403,0.104265403
9,-52.76161,-57.66147,-86.50696,-72.5783,-60.93688,-64.71361,-78.5004,-83.06873,0.538249731,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.917298578,0.117298578
10,-53.95684,-59.08316,-85.91367,-73.81842,-63.33394,-67.43675,-76.32116,-85.62796,0.592103243,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.930331754,0.130331754
11,-55.42623,-60.9588,-82.15588,-74.05163,-66.05782,-69.08014,-71.08539,-79.39459,0.644876719,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.943364929,0.143364929
12,-56.93943,-63.58623,-80.77495,-73.75989,-65.47235,-67.29207,-69.03554,-76.33434,0.697560072,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.956398104,0.156398104
13,-57.79246,-65.94225,-81.0947,-74.16135,-63.06042,-65.71148,-68.51748,-74.30653,0.750231266,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.96943128,0.16943128
14,-57.89943,-65.67078,-83.29202,-75.47942,-61.87585,-65.4189,-69.52893,-75.15139,0.803586245,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.982464455,0.182464455
15,-57.81908,-64.11066,-89.66832,-77.77865,-62.17295,-66.44299,-73.26472,-75.9969,0.856143951,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,1.99549763,0.19549763
16,-57.88976,-62.7882,-114.57107,-80.36015,-63.87016,-68.59391,-81.86481,-78.86629,0.91036725,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.008530806,0.208530806
17,-58.19157,-62.1274,-89.17665,-79.67851,-66.05766,-69.07381,-77.49307,-82.43562,0.963784218,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.021563981,0.221563981
18,-58.61012,-62.44018,-82.81609,-77.44819,-65.73695,-66.96852,-70.11765,-79.48826,1.016744614,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.034597156,0.234597156
19,-58.65078,-63.37508,-81.54989,-75.73685,-63.25701,-64.92433,-66.90518,-75.99277,1.070239544,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.047630332,0.247630332
20,-58.18733,-64.05219,-82.96829,-75.71672,-61.61314,-64.27951,-65.86467,-73.71899,1.12206912,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.060663507,0.260663507
21,-57.59545,-63.99222,-85.12732,-76.45239,-61.41197,-65.10566,-66.37807,-73.22226,1.175175428,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.073696682,0.273696682
22,-57.39774,-63.29229,-92.79211,-79.15209,-62.77397,-67.19298,-67.67677,-75.0802,1.228307247,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.086729858,0.286729858
23,-57.75965,-62.57858,-93.76606,-85.07157,-66.06356,-69.66235,-70.61266,-76.97295,1.280945778,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.099763033,0.299763033
24,-58.63588,-62.80204,-88.70026,-90.21861,-69.40895,-68.77109,-72.03761,-81.87981,1.333393097,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.112796209,0.312796209
25,-60.23965,-63.63683,-84.32595,-83.91475,-66.84145,-66.04332,-69.76087,-82.71989,1.385700941,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.125829384,0.325829384
26,-61.75079,-65.21478,-84.60822,-80.12267,-64.15521,-64.59029,-67.99759,-78.76057,1.439036846,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.138862559,0.338862559
27,-62.23753,-66.9138,-84.7627,-79.78252,-62.98819,-64.70522,-67.33973,-76.15061,1.490829468,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.151895735,0.351895735
28,-61.62041,-67.10313,-90.3513,-80.02724,-63.59108,-66.21971,-67.59509,-75.09065,1.544541597,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.16492891,0.36492891
29,-60.79222,-65.62477,-98.86044,-82.37231,-66.09852,-69.39586,-69.46053,-75.81757,1.596430779,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.177962085,0.377962085
30,-60.46455,-64.05941,-99.56252,-85.11486,-71.32028,-72.00842,-72.03843,-77.93906,1.6491189,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.190995261,0.390995261
31,-60.3632,-63.32907,-92.74583,-86.93333,-71.81025,-69.10545,-74.18583,-81.44997,1.701542377,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.204028436,0.404028436
32,-60.84518,-63.38162,-87.72741,-84.79401,-66.75318,-65.94012,-72.92127,-86.44923,1.75420475,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.217061611,0.417061611
33,-62.12426,-64.60717,-87.03416,-81.76532,-63.2226,-64.09827,-68.78476,-80.1834,1.807138681,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.230094787,0.430094787
34,-62.26906,-66.12308,-86.93565,-80.04873,-62.13034,-64.0959,-66.49552,-77.07967,1.861232281,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.243127962,0.443127962
35,-61.49025,-67.36118,-87.27839,-80.60363,-62.83833,-65.31805,-65.75424,-74.67855,1.91439414,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,7.8,2.256161137,0.456161137
