Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
-59.2993,-69.79968,-92.38479,-92.2785,-78.72491,-77.94849,-69.67316,-71.4272,3.100649595,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.517660292,0.717660292
-59.02562,-69.38506,-96.66864,-92.95651,-90.08528,-77.21065,-72.75072,-73.0659,3.153877735,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.530033746,0.730033746
-58.43786,-69.60941,-100.00023,-86.74013,-76.12514,-78.31293,-82.37449,-76.5057,3.207001686,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.542407199,0.742407199
-57.63815,-69.523,-95.00143,-84.92595,-72.84094,-80.38307,-80.18549,-78.9999,3.259353161,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.554780652,0.754780652
-57.1249,-70.17053,-94.18531,-83.08897,-71.69944,-86.32469,-73.2618,-78.95015,3.311778069,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.567154106,0.767154106
-56.83691,-70.49196,-91.25149,-84.5048,-72.21469,-93.50722,-69.68409,-76.16241,3.365628481,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.579527559,0.779527559
-56.86782,-71.25044,-91.68823,-85.69517,-74.07587,-88.2482,-67.76331,-75.46314,3.416785717,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.591901012,0.791901012
-57.27177,-71.79485,-94.4586,-87.07671,-79.44858,-81.00671,-66.95651,-75.97709,3.468990088,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.604274466,0.804274466
-57.83716,-71.39719,-98.47047,-85.77315,-84.0709,-77.29088,-67.36106,-77.29794,3.520679474,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.616647919,0.816647919
-58.71016,-70.82442,-99.22325,-85.51064,-75.47123,-76.41034,-68.50896,-82.48259,3.573917627,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.629021372,0.829021372
-59.78838,-70.81535,-104.29079,-86.66063,-71.74717,-74.95799,-70.62013,-85.78368,3.626222134,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.641394826,0.841394826
-60.97731,-71.45763,-101.2991,-85.92803,-70.73956,-75.4334,-75.52036,-92.78156,3.679708958,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.653768279,0.853768279
-63.24933,-72.70375,-95.21653,-85.16499,-70.8847,-77.73714,-80.00666,-87.87368,3.732887983,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.666141732,0.866141732
-66.03714,-75.53133,-92.83533,-84.564,-72.61413,-80.36612,-77.61539,-80.82276,3.786567688,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.678515186,0.878515186
-70.35646,-80.28352,-91.57845,-84.85475,-75.75526,-80.53329,-75.14339,-78.64059,3.838134289,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.690888639,0.890888639
-74.42849,-87.19196,-92.08627,-86.6504,-78.18729,-78.2887,-73.96844,-79.78072,3.890074015,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.703262092,0.903262092
-78.72108,-105.39825,-93.56118,-88.6694,-76.14587,-78.22061,-73.37923,-83.68952,3.941508055,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.715635546,0.915635546
-82.92336,-86.11296,-95.6166,-89.916,-74.58179,-77.27966,-74.11057,-85.56506,3.993767977,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.728008999,0.928008999
-83.58382,-84.09083,-94.91736,-86.84911,-73.21032,-77.62898,-75.24232,-85.40843,4.046087503,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.740382452,0.940382452
-83.40189,-81.68446,-91.83308,-87.04677,-73.37698,-78.63297,-76.27244,-85.46539,4.098828077,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.752755906,0.952755906
-82.85976,-80.62451,-92.77589,-85.84653,-73.88409,-80.18767,-76.65887,-82.18484,4.151109934,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.765129359,0.965129359
-81.04361,-80.71104,-91.27353,-84.21811,-76.25679,-80.48325,-76.5703,-80.2858,4.205886364,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.777502812,0.977502812
-78.40198,-81.63519,-91.00865,-84.65054,-78.76847,-79.37201,-74.97213,-78.66274,4.257528305,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.789876265,0.989876265
-77.79778,-83.32372,-91.80775,-86.26186,-79.37189,-78.38924,-75.12128,-80.30986,4.309661627,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.802249719,1.002249719
-78.3148,-84.30431,-92.77227,-87.3093,-75.77708,-77.51228,-74.31099,-79.9366,4.361474991,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.814623172,1.014623172
-79.48468,-90.45184,-94.19136,-89.7321,-72.71667,-76.49409,-74.69767,-81.89983,4.41374445,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.826996625,1.026996625
-80.03509,-96.29556,-94.97114,-89.87473,-72.08198,-76.32487,-74.25661,-85.80556,4.465993881,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.839370079,1.039370079
-81.83956,-87.42058,-94.72337,-86.83181,-72.30816,-77.38394,-75.5078,-84.99342,4.517981529,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.851743532,1.051743532
-83.21539,-82.76717,-92.15107,-86.03368,-74.10384,-80.85551,-75.26966,-83.26894,4.569567442,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.864116985,1.064116985
-86.03645,-82.07174,-93.18176,-85.4155,-75.14803,-79.83957,-76.41911,-84.225,4.621780157,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.876490439,1.076490439
-89.50648,-82.96016,-91.68935,-86.05178,-76.45675,-78.35605,-75.77404,-81.37185,4.674333811,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.888863892,1.088863892
-89.31026,-85.06245,-94.85425,-87.25406,-74.60097,-77.96973,-74.64426,-83.40569,4.726089001,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.901237345,1.101237345
-86.49754,-91.63931,-93.75517,-88.62086,-73.23103,-77.28679,-74.77176,-81.96378,4.779574156,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.913610799,1.113610799
-83.39204,-101.42008,-92.99076,-86.78457,-73.3922,-78.9269,-75.38799,-83.66048,4.831244707,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.925984252,1.125984252
-79.74879,-87.52363,-92.43874,-86.1434,-73.97653,-80.32974,-75.76664,-84.57472,4.883897543,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.938357705,1.138357705
-77.74493,-86.24086,-90.61627,-86.2573,-77.49947,-81.94946,-75.72575,-85.43982,4.935818195,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.950731159,1.150731159
-75.66178,-82.31628,-93.08776,-86.29041,-82.38084,-78.51443,-78.16427,-80.62747,4.989226103,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.963104612,1.163104612
-74.38499,-78.90491,-93.88763,-86.85657,-83.87172,-77.16147,-79.77269,-80.76261,5.041051149,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.975478065,1.175478065
-73.15985,-78.59049,-95.82878,-87.52312,-75.95947,-75.69719,-80.29566,-80.49719,5.093869209,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,2.987851519,1.187851519
-72.75706,-78.80697,-93.24977,-87.84821,-72.16959,-75.48488,-77.3269,-80.56656,5.14694953,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.000224972,1.200224972
-72.04665,-79.26566,-94.53144,-87.57534,-70.40276,-75.10934,-74.84311,-80.14276,5.199034929,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.012598425,1.212598425
-71.4859,-80.02126,-93.85645,-85.38654,-69.59244,-78.5388,-72.94625,-83.38737,5.251540661,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.024971879,1.224971879
-70.37016,-81.34228,-90.67619,-84.2897,-70.8279,-88.61574,-71.9948,-84.3667,5.30388236,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.037345332,1.237345332
-69.18087,-84.4121,-92.2611,-85.79836,-74.24523,-82.54803,-72.69745,-83.86331,5.356637478,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.049718785,1.249718785
-68.34512,-83.31325,-92.25916,-87.26128,-81.26742,-75.51158,-75.15837,-83.87941,5.408948183,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.062092238,1.262092238
-66.74464,-78.24299,-93.08309,-87.87109,-75.48162,-73.3277,-82.30431,-83.72188,5.462174177,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.074465692,1.274465692
-65.80344,-75.82111,-92.20763,-88.80917,-70.44888,-73.13177,-81.33934,-86.4024,5.514265537,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.086839145,1.286839145
-64.46917,-73.60077,-91.01435,-84.6518,-68.30613,-74.52281,-73.25426,-82.67553,5.566834927,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.099212598,1.299212598
-62.8719,-72.70502,-87.85923,-82.85052,-67.78819,-79.71149,-69.92088,-78.32084,5.619425774,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.111586052,1.311586052
-61.63294,-72.63511,-85.96636,-82.27538,-69.00272,-82.98976,-68.6432,-75.14207,5.671775818,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.123959505,1.323959505
-60.24085,-71.93216,-85.9203,-82.04452,-68.90604,-73.12012,-68.28011,-74.61639,5.724118233,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.136332958,1.336332958
-58.97073,-71.72473,-85.98461,-85.53903,-67.72128,-69.16064,-69.02236,-75.22172,5.776757002,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.148706412,1.348706412
-57.71909,-71.39902,-88.31126,-88.60423,-66.38405,-67.40408,-69.75307,-77.93748,5.828988075,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.161079865,1.361079865
-56.94144,-71.62903,-93.93433,-97.72692,-65.56654,-67.18271,-69.69535,-80.15078,5.881496906,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.173453318,1.373453318
-56.64019,-72.3324,-96.2887,-90.56961,-65.37582,-67.95454,-69.66944,-76.73731,5.933881521,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.185826772,1.385826772
-57.01447,-74.17155,-91.90814,-83.6519,-65.01981,-70.52924,-69.04018,-72.62148,5.985795498,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.198200225,1.398200225
-58.11652,-78.36428,-87.29364,-81.26083,-65.71028,-75.76657,-69.35006,-69.73482,6.03896904,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.210573678,1.410573678
-59.45059,-84.13195,-87.30984,-81.11479,-67.10822,-77.74071,-68.5023,-68.60552,6.092194796,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.222947132,1.422947132
-60.8815,-80.95123,-87.79966,-81.10323,-69.69334,-72.31007,-68.44881,-68.38155,6.144533396,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.235320585,1.435320585
-61.737,-75.6376,-91.53322,-84.59013,-72.77931,-69.03494,-68.88565,-70.2651,6.196662426,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.247694038,1.447694038
-61.12173,-72.85719,-96.88233,-88.54042,-70.26511,-67.93607,-71.05312,-73.44225,6.24871254,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.260067492,1.460067492
-60.31337,-70.03521,-95.93125,-88.58344,-67.24249,-68.39101,-74.22118,-77.63082,6.301643133,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.272440945,1.472440945
-59.12721,-67.95404,-89.7802,-83.73872,-66.20839,-69.88239,-74.05338,-76.2906,6.353595972,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.284814398,1.484814398
-58.20919,-66.3596,-85.41699,-79.60176,-66.13552,-73.2112,-70.17953,-70.34606,6.406396389,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.297187852,1.497187852
-57.58571,-65.45521,-84.04745,-78.40573,-67.20549,-74.62943,-67.2772,-66.45771,6.458206177,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.309561305,1.509561305
-57.4804,-64.74896,-84.2219,-78.8181,-68.4061,-71.62418,-66.06636,-64.18166,6.510455132,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.321934758,1.521934758
-57.86597,-65.02863,-85.87397,-79.76435,-68.49612,-68.42737,-65.95127,-63.33087,6.56354475,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.334308211,1.534308211
-58.08935,-65.62717,-88.11813,-82.97461,-67.47141,-66.76454,-66.08186,-63.60567,6.616130829,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.346681665,1.546681665
-57.21135,-66.13158,-87.08861,-84.13842,-64.94785,-66.34708,-66.70583,-65.00743,6.670069456,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.359055118,1.559055118
-55.36525,-65.67704,-84.29774,-81.53471,-62.72205,-66.79018,-66.4367,-67.18592,6.722563505,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.371428571,1.571428571
-53.90041,-64.71404,-83.13761,-78.47794,-62.04925,-68.38925,-66.09887,-71.74982,6.775880575,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.383802025,1.583802025
-52.71211,-62.86727,-82.038,-77.79372,-61.99149,-70.57201,-66.39129,-73.47826,6.828178644,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.396175478,1.596175478
-52.27181,-61.67632,-82.99014,-77.51325,-63.68578,-74.26225,-68.20251,-70.61434,6.880907536,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.408548931,1.608548931
-52.46898,-60.82722,-85.4356,-77.2171,-66.29262,-73.75348,-71.75401,-68.90736,6.932892323,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.420922385,1.620922385
-53.43023,-60.40006,-88.40949,-78.76373,-71.03507,-70.10913,-79.56232,-67.64514,6.986735344,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.433295838,1.633295838
-54.70079,-60.43721,-89.07423,-80.36305,-68.19616,-68.32066,-74.42532,-67.93715,7.038388729,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.445669291,1.645669291
-56.75033,-61.01401,-87.03807,-84.26849,-64.35436,-67.92714,-68.88423,-69.36633,7.092210293,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.458042745,1.658042745
-58.50331,-61.61833,-85.08247,-85.87542,-62.70715,-69.21786,-66.20735,-71.78565,7.144851923,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.470416198,1.670416198
-59.47846,-62.55136,-83.56465,-83.06481,-62.67818,-71.55614,-64.3877,-72.94884,7.197493315,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.482789651,1.682789651
-58.73018,-63.44456,-84.13833,-81.24067,-64.29811,-72.45656,-64.08023,-73.32111,7.250054836,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.495163105,1.695163105
-57.38566,-63.8216,-87.1696,-80.18845,-67.77653,-70.44319,-64.52153,-73.52739,7.302593231,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.507536558,1.707536558
-56.02891,-63.75339,-95.71958,-80.89204,-69.52553,-67.13466,-65.73,-74.38071,7.355400562,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.519910011,1.719910011
-55.21661,-63.20638,-91.59451,-82.30644,-65.34714,-65.07628,-68.49256,-76.82735,7.407877684,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.532283465,1.732283465
-55.04696,-62.9162,-86.36079,-84.04004,-62.11248,-64.37173,-71.71397,-84.18675,7.461304903,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.544656918,1.744656918
-55.56454,-63.22458,-84.93546,-86.75764,-60.80582,-64.64409,-69.15195,-84.18362,7.513086081,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.557030371,1.757030371
-56.79389,-63.9954,-84.73119,-86.19877,-60.96799,-66.09721,-65.26466,-75.52634,7.566195726,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.569403825,1.769403825
-58.78417,-65.55575,-85.47581,-84.49937,-62.40843,-68.66508,-63.23244,-72.39575,7.6200912,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.581777278,1.781777278
-61.06705,-68.0718,-88.09811,-81.98942,-66.25792,-72.01865,-62.53502,-69.79914,7.673644781,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.594150731,1.794150731
-62.8485,-70.50352,-85.10984,-80.58242,-70.54707,-70.43828,-63.22222,-69.66486,7.726575851,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.606524184,1.806524184
-63.33557,-72.72414,-82.42146,-79.63097,-68.27837,-67.11907,-65.2697,-70.50473,7.779655695,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.618897638,1.818897638
-63.16526,-73.66991,-81.54655,-80.8015,-64.89486,-66.05841,-69.71819,-72.64876,7.832390785,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.631271091,1.831271091
-62.95729,-73.10542,-82.50336,-82.91157,-63.49334,-66.5267,-80.17279,-77.36369,7.885737896,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.643644544,1.843644544
-63.14177,-72.44904,-83.69621,-83.47659,-63.90895,-68.69518,-79.08659,-85.28159,7.938405514,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.656017998,1.856017998
-63.55692,-71.80229,-85.31401,-82.07899,-66.73983,-73.57634,-72.02356,-88.59373,7.991922379,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.668391451,1.868391451
-64.67952,-71.02216,-85.18149,-80.18739,-73.64583,-77.74126,-69.81635,-80.56547,8.04489255,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.680764904,1.880764904
-65.41254,-70.1964,-85.70588,-79.2678,-76.06705,-71.8335,-69.50828,-77.40121,8.09856987,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.693138358,1.893138358
-66.49082,-69.62933,-87.5928,-79.48462,-68.42865,-68.73163,-70.55246,-77.14761,8.151425838,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.705511811,1.905511811
-67.78706,-69.21449,-85.90932,-79.91699,-64.61336,-67.08553,-72.75935,-76.68717,8.203631163,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.717885264,1.917885264
-69.10991,-69.70535,-83.03723,-80.74266,-63.43894,-67.09315,-74.10063,-77.64122,8.256247997,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.730258718,1.930258718
-70.40771,-70.24032,-82.6102,-81.89302,-63.65648,-68.01217,-75.83772,-77.94233,8.310521603,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.742632171,1.942632171
-71.95455,-71.14794,-82.72487,-82.9594,-65.62257,-70.86754,-74.53344,-80.90078,8.364603519,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.755005624,1.955005624
-72.15185,-72.11301,-84.25545,-83.5333,-70.02242,-77.13496,-72.27737,-82.32961,8.418866634,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.767379078,1.967379078
-72.19941,-71.91479,-85.01554,-82.98158,-78.26153,-78.87184,-71.20447,-85.61041,8.471549273,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.779752531,1.979752531
-72.22979,-72.41319,-85.68027,-81.57153,-77.76149,-75.48256,-71.32009,-87.20136,8.524507761,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.792125984,1.992125984
-72.97419,-72.92717,-88.14788,-82.49625,-73.23087,-73.34859,-71.63934,-87.66788,8.577134371,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.804499438,2.004499438
-75.11105,-75.35621,-94.71645,-84.81414,-71.408,-74.116,-71.73826,-84.2673,8.630272388,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.816872891,2.016872891
-79.52124,-77.1698,-96.90086,-88.29591,-72.25304,-75.55611,-73.79415,-82.40271,8.683505058,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.829246344,2.029246344
-87.68034,-80.5015,-94.18655,-88.28719,-74.56706,-78.2058,-75.6553,-82.07079,8.736232281,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.841619798,2.041619798
-94.57291,-85.65503,-92.86535,-87.30379,-75.21949,-77.54991,-75.28574,-86.61615,8.788460016,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.853993251,2.053993251
-89.00053,-100.11462,-95.61498,-85.13181,-73.51109,-78.36139,-75.50374,-85.63216,8.841521025,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.866366704,2.066366704
-81.04162,-83.56618,-94.38961,-86.4365,-71.80132,-77.90771,-75.42989,-84.40971,8.895136118,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.878740157,2.078740157
-76.39694,-78.4375,-91.77956,-88.09112,-70.71044,-77.39684,-76.62408,-79.22143,8.947685719,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.891113611,2.091113611
-73.74448,-76.63642,-89.013,-87.64686,-71.06931,-80.5049,-79.05332,-77.01797,9.000174522,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.903487064,2.103487064
-72.5475,-75.06673,-86.22989,-85.10997,-73.79684,-83.76222,-81.53351,-75.26392,9.052576542,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.915860517,2.115860517
-72.15369,-74.9222,-85.57402,-83.08865,-79.75087,-82.19386,-83.06468,-75.53238,9.106976271,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.928233971,2.128233971
-73.10828,-75.22862,-87.44678,-81.45473,-81.78712,-79.59282,-84.75097,-75.1385,9.15896678,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.940607424,2.140607424
-73.78185,-76.25293,-88.58765,-81.75747,-72.6758,-77.81656,-81.29523,-77.29366,9.213116884,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.952980877,2.152980877
-76.76053,-77.58961,-93.69157,-83.12535,-70.06087,-76.7865,-78.09429,-82.39021,9.265369415,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.965354331,2.165354331
-78.26858,-81.69347,-93.79201,-85.2026,-70.60365,-79.45576,-75.63567,-89.20744,9.318609953,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.977727784,2.177727784
-81.89075,-91.75151,-90.33546,-85.40093,-72.75408,-80.93951,-75.42806,-83.35097,9.371298313,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,3.990101237,2.190101237
-82.22525,-86.45984,-89.78755,-85.68687,-83.16057,-78.63876,-75.93349,-80.16998,9.424471617,0.36,915.5,8.5,13,8.5,5.0,0.5,13.6,8.5,21.9,17.5,14,5.8,4.002474691,2.202474691
