,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-68.61445,-89.0642,-91.1533,-86.59246,-77.61949,-78.62094,-76.72907,-79.25061,0.055083752,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.8,0
1,-66.97897,-86.95497,-92.5386,-85.48116,-74.60343,-76.11226,-77.68095,-79.20184,0.10806489,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.812373453,0.012373453
2,-66.15971,-83.94357,-94.61382,-87.0037,-73.00177,-75.01764,-75.35577,-83.07572,0.16102767,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.824746907,0.024746907
3,-65.42885,-81.50764,-96.35236,-87.99944,-72.4201,-74.37796,-74.0828,-87.17186,0.212291718,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.83712036,0.03712036
4,-65.67258,-80.00917,-95.2443,-90.69774,-73.49908,-74.97672,-72.22406,-97.66086,0.264960051,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.849493813,0.049493813
5,-65.78771,-80.06769,-95.93765,-108.06039,-76.11493,-76.76575,-71.97123,-90.2372,0.317691565,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.861867267,0.061867267
6,-66.11086,-78.44697,-96.97095,-93.9096,-81.92246,-79.20544,-72.2873,-82.93975,0.369642496,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.87424072,0.07424072
7,-66.15613,-79.37141,-93.29755,-87.40813,-87.51494,-83.96498,-73.38764,-79.73421,0.424261332,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.886614173,0.086614173
8,-66.44827,-81.77563,-97.35823,-85.47035,-79.6115,-80.35585,-74.02254,-79.75684,0.476297855,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.898987627,0.098987627
9,-67.21739,-85.05806,-94.44218,-83.97598,-74.11452,-76.87445,-76.17,-80.10966,0.529657125,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.91136108,0.11136108
10,-68.23279,-91.27062,-95.19899,-83.20433,-72.02147,-75.45047,-76.39883,-81.93298,0.581712961,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.923734533,0.123734533
11,-69.18259,-91.47801,-93.23959,-86.49477,-72.7673,-75.57434,-76.6802,-86.17168,0.634619474,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.936107987,0.136107987
12,-69.72828,-84.95502,-94.64785,-90.23872,-74.88525,-76.95695,-74.67622,-91.0436,0.686975002,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.94848144,0.14848144
13,-69.7134,-82.19558,-91.81805,-110.78453,-80.82799,-78.84821,-73.22891,-89.70489,0.739730597,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.960854893,0.160854893
14,-68.42941,-81.91962,-92.70718,-90.70853,-80.9485,-79.56227,-71.93939,-85.79655,0.792417526,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.973228346,0.173228346
15,-66.7554,-81.67592,-96.43574,-84.49635,-72.76013,-77.0285,-71.83295,-81.2181,0.844444275,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.9856018,0.1856018
16,-64.69545,-80.1265,-102.18601,-82.775,-69.22532,-75.14522,-72.54547,-77.86736,0.897084951,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,1.997975253,0.197975253
17,-62.7273,-78.86648,-98.17677,-82.94675,-67.64676,-74.11678,-73.39238,-76.1153,0.949182272,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.010348706,0.210348706
18,-61.20618,-77.50095,-93.01553,-84.27507,-67.15552,-73.15811,-77.16888,-75.69797,1.002137661,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.02272216,0.22272216
19,-60.20161,-76.54287,-90.91131,-87.27488,-67.76034,-74.59538,-84.36473,-75.73148,1.054111958,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.035095613,0.235095613
20,-60.03569,-76.0686,-91.06679,-88.97261,-69.37227,-78.51703,-83.07548,-75.3013,1.106748819,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.047469066,0.247469066
21,-60.31868,-75.57047,-92.33645,-91.7681,-72.54346,-87.33745,-74.18835,-76.68192,1.15850234,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.05984252,0.25984252
22,-60.76383,-74.38638,-94.45538,-89.81845,-75.51491,-84.52379,-70.22522,-77.28957,1.210956812,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.072215973,0.272215973
23,-60.87478,-73.19746,-101.84308,-86.94058,-74.44115,-78.26608,-67.83563,-77.91254,1.263201952,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.084589426,0.284589426
24,-61.06255,-72.10857,-102.74755,-86.91347,-70.42067,-75.0726,-67.05415,-76.58972,1.316052914,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.09696288,0.29696288
25,-60.71433,-71.69171,-98.86549,-87.0804,-68.31545,-74.05095,-66.84109,-73.99272,1.368528605,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.109336333,0.309336333
26,-60.39666,-72.05801,-90.7021,-88.21672,-67.65921,-75.07935,-68.9281,-72.31181,1.421355486,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.121709786,0.321709786
27,-59.66698,-72.76266,-86.36061,-91.66834,-68.58358,-78.7558,-72.59692,-71.60963,1.473622799,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.13408324,0.33408324
28,-58.5396,-72.78955,-86.22814,-94.87089,-70.28259,-84.92938,-76.03082,-72.37572,1.52604866,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.146456693,0.346456693
29,-57.65634,-72.59141,-86.47871,-89.2537,-72.55276,-86.67702,-71.82072,-73.21138,1.578610897,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.158830146,0.358830146
30,-56.62634,-71.65128,-88.80644,-86.43763,-72.15738,-76.49159,-67.64523,-73.41205,1.630702257,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.1712036,0.3712036
31,-55.75659,-70.1888,-98.49721,-86.5184,-68.89185,-74.0119,-65.08069,-72.03904,1.683864832,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.183577053,0.383577053
32,-54.86766,-67.95568,-95.83619,-89.73231,-66.84979,-73.22293,-63.87523,-70.13462,1.736584187,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.195950506,0.395950506
33,-54.13896,-66.46119,-88.92222,-93.57777,-65.49877,-73.15898,-63.99368,-68.56129,1.790222645,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.20832396,0.40832396
34,-53.39489,-64.87425,-84.81441,-90.04697,-64.72531,-73.51152,-64.62616,-68.15449,1.841495275,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.220697413,0.420697413
35,-52.9605,-64.29115,-84.28242,-84.8601,-65.01801,-74.90511,-66.8197,-68.74581,1.893745184,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.233070866,0.433070866
36,-52.75298,-64.66468,-83.09731,-81.8985,-66.18098,-76.27089,-69.88679,-70.05779,1.946229935,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.245444319,0.445444319
37,-53.1818,-65.70538,-85.10043,-80.57884,-68.92189,-78.93102,-74.44186,-72.24541,1.998939514,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.257817773,0.457817773
38,-53.86856,-67.30903,-87.63029,-80.25089,-72.88366,-78.5665,-73.77249,-75.58897,2.051785946,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.270191226,0.470191226
39,-54.85676,-69.21767,-91.34785,-80.20641,-73.52722,-77.2556,-70.63056,-76.36254,2.103751659,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.282564679,0.482564679
40,-56.32354,-70.50775,-97.99994,-81.97295,-69.89404,-75.97141,-69.43246,-74.40751,2.155873775,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.294938133,0.494938133
41,-57.36943,-70.46455,-109.70053,-83.87096,-68.45313,-76.03358,-68.93949,-72.73013,2.208734274,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.307311586,0.507311586
42,-58.29377,-70.40298,-93.58454,-89.87904,-68.96574,-78.01608,-70.63564,-71.35475,2.260374308,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.319685039,0.519685039
43,-58.75931,-70.64513,-90.72942,-90.08141,-71.57202,-84.27876,-75.79126,-71.70229,2.313295364,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.332058493,0.532058493
44,-58.6652,-70.56738,-89.31192,-83.34082,-76.03345,-91.42418,-86.12193,-73.47205,2.365257978,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.344431946,0.544431946
45,-58.25466,-70.19798,-91.11025,-79.28214,-77.41209,-81.59671,-77.71449,-75.61727,2.41892457,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.356805399,0.556805399
46,-57.61104,-69.18811,-92.45037,-77.23666,-72.77218,-77.56932,-71.586,-76.2537,2.470546484,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.369178853,0.569178853
47,-57.14905,-67.90524,-94.82223,-77.23418,-69.51136,-79.09662,-68.88389,-73.30207,2.52422452,0.36,915.5,8.5,13,8.5,5,0.5,13.6,8.5,21.9,17.5,14,5.8,2.381552306,0.581552306
