Unnamed: 0,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,channel,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
100,-64.71643,-56.88889,-73.64849,-72.85081,-80.85316,-82.43196,-85.81945,-78.23928,25.71723938,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.310061602,6.810061602
101,-61.39442,-52.5635,-70.87764,-72.65656,-80.99232,-77.65195,-77.1126,-72.40013,25.97041154,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.377823409,6.877823409
102,-59.16565,-51.93064,-68.42397,-68.77872,-88.86514,-76.90496,-76.80602,-79.63025,26.2234571,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.445585216,6.945585216
103,-58.54365,-51.11462,-69.34568,-70.83503,-83.48779,-75.43333,-76.45153,-73.37949,26.47799039,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.513347023,7.013347023
104,-56.22142,-48.07992,-64.78313,-65.37228,-77.65203,-74.02596,-80.57979,-72.66917,26.73166847,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.58110883,7.08110883
105,-56.26136,-47.82247,-68.93599,-64.37863,-72.58461,-77.94377,-75.72019,-75.30612,26.9835031,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.648870637,7.148870637
106,-57.36349,-48.42703,-67.24059,-68.31957,-72.31753,-79.24469,-76.57564,-76.00156,27.23588157,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.716632444,7.216632444
107,-60.87346,-51.88913,-70.43624,-69.40453,-77.34349,-88.43549,-79.41862,-75.16919,27.48890758,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.784394251,7.284394251
108,-66.51237,-53.37292,-71.00849,-71.70848,-79.10522,-87.15634,-86.21908,-76.76359,27.74151349,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.852156057,7.352156057
109,-61.28254,-51.62028,-71.91612,-69.52221,-76.48106,-76.5926,-79.70273,-80.87555,27.99684715,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.919917864,7.419917864
110,-55.92175,-49.98047,-69.17476,-71.16903,-74.95388,-80.49805,-79.23688,-74.43893,28.25179696,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,7.987679671,7.487679671
111,-57.97323,-48.05141,-65.86729,-65.45445,-74.61377,-78.74465,-84.80766,-78.98825,28.50832987,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.055441478,7.555441478
112,-57.16779,-45.99703,-64.37973,-64.58936,-71.46214,-73.6693,-80.27438,-79.70271,28.76356578,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.123203285,7.623203285
113,-56.07732,-44.52297,-63.70478,-65.34649,-71.14647,-73.47907,-78.41713,-77.56034,29.01908684,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.190965092,7.690965092
114,-54.97429,-43.74568,-65.49612,-66.21044,-70.13731,-72.9807,-80.20416,-77.67664,29.27256942,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.258726899,7.758726899
115,-53.93573,-43.44242,-67.28405,-64.89536,-72.01028,-71.25242,-81.96458,-83.93217,29.52679968,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.326488706,7.826488706
116,-52.51656,-43.28482,-66.48415,-65.43703,-71.2295,-69.38295,-73.30704,-74.34566,29.78005552,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.394250513,7.894250513
117,-52.10152,-42.37086,-65.59017,-65.3607,-67.83437,-70.78488,-74.32862,-74.50637,30.03263521,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.46201232,7.96201232
118,-69.19807,-42.85649,-63.85029,-63.73137,-68.56738,-71.4982,-79.17985,-71.1994,30.28536487,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.529774127,8.029774127
119,-51.73958,-43.51859,-64.94735,-64.96307,-69.31805,-72.04239,-76.6325,-72.54793,30.53919864,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.597535934,8.097535934
120,-51.32924,-44.17614,-64.82532,-65.44099,-70.89459,-74.89995,-72.59418,-81.32243,30.79152107,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.665297741,8.165297741
121,-51.34797,-43.27645,-63.12895,-65.07626,-71.51727,-77.91175,-85.10165,-77.33702,31.04833961,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.733059548,8.233059548
122,-50.55209,-42.86372,-63.67545,-63.23704,-72.5086,-74.38968,-78.63612,-71.77388,31.3048172,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.800821355,8.300821355
123,-51.49434,-44.27734,-65.04892,-64.09553,-71.30083,-83.21611,-73.92184,-74.5101,31.56019783,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.868583162,8.368583162
124,-54.196,-47.82278,-66.86105,-67.59271,-75.83709,-79.47102,-77.26217,-77.30714,31.81504059,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,8.936344969,8.436344969
125,-55.31608,-50.13253,-66.98759,-68.6937,-79.64789,-76.10409,-82.92529,-72.31403,32.0673244,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.004106776,8.504106776
126,-52.74144,-49.46943,-67.72215,-66.12602,-75.72197,-73.31242,-72.65554,-76.06618,32.3212893,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.071868583,8.571868583
127,-52.40356,-49.5079,-64.00384,-63.61535,-70.39327,-71.90707,-78.14915,-71.52283,32.5747788,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.13963039,8.63963039
128,-55.18438,-50.22083,-65.31797,-63.04774,-69.74827,-68.80305,-73.28036,-74.90658,32.82871532,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.207392197,8.707392197
129,-59.14065,-52.50557,-65.72081,-63.71362,-70.04482,-70.75114,-70.84489,-79.52584,33.08684945,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.275154004,8.775154004
130,-60.60379,-55.44107,-67.45698,-64.99491,-71.79684,-73.81892,-79.83122,-73.185,33.34070468,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.342915811,8.842915811
131,-59.93451,-53.79967,-64.95811,-63.53001,-70.85757,-72.17167,-76.59882,-75.06663,33.59440851,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.410677618,8.910677618
132,-61.68842,-55.43385,-65.02872,-63.43821,-70.23437,-72.51112,-74.11864,-76.84523,33.84702945,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.478439425,8.978439425
133,-64.2064,-56.2356,-66.40289,-66.24639,-74.12038,-75.04206,-78.56919,-71.64933,34.09853101,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.546201232,9.046201232
134,-68.31878,-58.95823,-67.06041,-67.01521,-76.64817,-79.17651,-76.23952,-75.6021,34.35214806,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.613963039,9.113963039
135,-61.51277,-58.43074,-68.85806,-65.45858,-71.87892,-78.77267,-78.813,-78.88943,34.60774207,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.681724846,9.181724846
136,-66.20422,-59.14374,-67.64736,-67.6091,-73.30346,-77.7022,-80.13059,-73.32076,34.86126471,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.749486653,9.249486653
137,-63.42558,-58.71055,-64.73687,-64.36958,-71.14995,-76.735,-80.72112,-73.84879,35.11595941,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.81724846,9.31724846
138,-66.28542,-59.70029,-65.43739,-64.91264,-71.66259,-74.1641,-84.47663,-79.93346,35.36805606,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.885010267,9.385010267
139,-68.81252,-65.55934,-65.91525,-65.0115,-75.55374,-72.71094,-82.08176,-79.42996,35.62151527,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,9.952772074,9.452772074
140,-64.90902,-61.16299,-65.89209,-65.60237,-75.06863,-73.06092,-75.82074,-71.78571,35.87393975,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.02053388,9.520533881
141,-68.56991,-65.13255,-66.57281,-68.27278,-75.22291,-74.15807,-81.99899,-83.27399,36.12818837,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.08829569,9.588295688
142,-78.18984,-81.55861,-68.30026,-69.37888,-77.43718,-76.17416,-73.32152,-75.6785,36.38160276,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.15605749,9.656057495
143,-70.45763,-67.1298,-69.46524,-71.4379,-78.97754,-81.13319,-82.42532,-81.13415,36.63528657,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.2238193,9.723819302
144,-72.44904,-71.75571,-71.39923,-74.14364,-81.20745,-80.59087,-82.72815,-77.34093,36.88800216,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.29158111,9.791581109
145,-77.48414,-74.0527,-77.68448,-75.77551,-77.95268,-83.60065,-80.03992,-77.11865,37.14047098,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.35934292,9.859342916
146,-70.63335,-71.33301,-69.94206,-73.08991,-76.40345,-79.03889,-82.85152,-75.47576,37.39935923,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.42710472,9.927104723
147,-74.20112,-69.61012,-66.20808,-67.17317,-75.41392,-71.94491,-74.96111,-75.36821,37.65896249,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.49486653,9.99486653
148,-74.71955,-69.2847,-66.91325,-65.99504,-71.53564,-71.23795,-77.73688,-79.95686,37.91686702,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.56262834,10.06262834
149,-80.72122,-74.57077,-66.28896,-67.91782,-71.38394,-72.28445,-78.47581,-75.28458,38.17631936,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.63039014,10.13039014
150,-74.26508,-73.20148,-65.24055,-67.40211,-76.86484,-74.02316,-80.66086,-75.15209,38.43473554,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.69815195,10.19815195
151,-78.25025,-75.1292,-67.58443,-69.10724,-76.59921,-78.82472,-84.34869,-73.81722,38.6920681,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.76591376,10.26591376
152,-74.75303,-70.59258,-68.83669,-71.0151,-77.30508,-73.76667,-83.44501,-76.20733,38.95137954,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.83367556,10.33367556
153,-76.49145,-73.87746,-64.6557,-65.95576,-76.36592,-73.72189,-77.17111,-71.60293,39.21110988,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.90143737,10.40143737
154,-74.99638,-69.4715,-64.03117,-66.37377,-76.42968,-79.07307,-75.27699,-74.35003,39.47234607,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,10.96919918,10.46919918
155,-76.94416,-67.93561,-65.24276,-65.54524,-76.42584,-77.69769,-77.70255,-72.93562,39.73000193,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.03696099,10.53696099
156,-73.84748,-68.88425,-65.43907,-65.22099,-81.90441,-75.0761,-81.08053,-73.1775,39.98829365,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.10472279,10.60472279
157,-71.84743,-80.01352,-67.31065,-65.16492,-81.42189,-81.10902,-77.31535,-75.22533,40.24808788,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.1724846,10.6724846
158,-72.99857,-73.28557,-66.9678,-66.32566,-82.64615,-83.75125,-78.93536,-71.50116,40.506598,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.24024641,10.74024641
159,-71.49818,-70.26997,-66.60835,-67.92686,-89.70857,-77.60297,-75.97594,-79.5048,40.76512885,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.30800821,10.80800821
160,-72.97855,-70.34302,-66.27037,-67.22796,-81.50645,-77.27564,-79.62189,-72.19405,41.02273226,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.37577002,10.87577002
161,-67.51335,-69.58623,-64.9506,-65.42163,-74.42952,-74.94672,-74.03533,-78.28019,41.2812705,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.44353183,10.94353183
162,-72.5752,-70.92056,-65.4611,-65.13719,-80.92894,-72.06393,-80.90553,-70.40321,41.54097676,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.51129363,11.01129363
163,-73.87267,-71.93799,-68.0032,-68.93073,-78.21658,-72.20544,-76.1758,-77.4585,41.7976687,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.57905544,11.07905544
164,-76.13782,-68.25006,-68.11598,-68.35618,-78.63407,-76.14776,-78.66847,-79.14917,42.05805564,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.64681725,11.14681725
165,-70.92505,-72.26923,-64.81783,-66.46049,-76.5609,-72.38253,-81.57122,-72.35154,42.31830359,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.71457906,11.21457906
166,-71.62195,-69.94171,-66.28349,-67.66113,-79.49654,-73.49168,-81.75195,-73.49057,42.57586265,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.78234086,11.28234086
167,-76.41481,-74.25545,-69.40586,-71.2859,-81.97458,-77.09447,-76.42455,-73.25673,42.83463955,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.85010267,11.35010267
168,-71.11392,-68.68309,-66.89628,-67.19522,-90.83371,-79.07409,-77.10208,-79.01099,43.09397936,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.91786448,11.41786448
169,-68.59551,-69.07871,-67.53656,-68.65208,-80.8699,-74.20873,-77.05024,-73.00868,43.35361362,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,11.98562628,11.48562628
170,-78.37813,-69.7037,-64.88737,-66.11396,-77.82883,-75.48987,-75.28822,-69.18339,43.61168623,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.05338809,11.55338809
171,-76.36238,-70.185,-65.24159,-68.24567,-75.27866,-74.24126,-71.4884,-73.82083,43.8713429,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.1211499,11.6211499
172,-69.90702,-68.54742,-66.12674,-67.79414,-77.39032,-71.43594,-72.78394,-68.18697,44.1296947,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.1889117,11.6889117
173,-72.21143,-68.40988,-65.33714,-68.78235,-78.09328,-72.07746,-72.61133,-69.93496,44.38985562,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.25667351,11.75667351
174,-70.71024,-72.86577,-66.2918,-67.91205,-73.28501,-72.96444,-73.94263,-67.12022,44.64902115,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.32443532,11.82443532
175,-73.94456,-67.61018,-66.92139,-67.85398,-77.09136,-71.96025,-80.00014,-72.3427,44.90603161,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.39219713,11.89219713
176,-69.25414,-66.74849,-67.72166,-69.06289,-78.67075,-81.65047,-76.20377,-77.86867,45.16709304,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.45995893,11.95995893
177,-74.77319,-75.41391,-68.85693,-69.81828,-83.89027,-77.93721,-89.52836,-77.49508,45.42572975,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.52772074,12.02772074
178,-74.66643,-72.63544,-71.91142,-69.95122,-81.90506,-76.49815,-81.97484,-78.29477,45.68502259,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.59548255,12.09548255
179,-76.67091,-73.20972,-77.65624,-72.4832,-84.1197,-76.68124,-86.14717,-75.95856,45.94440842,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.66324435,12.16324435
180,-82.95889,-72.52408,-78.57006,-76.50307,-83.4755,-79.80425,-85.25217,-78.27805,46.20375085,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.73100616,12.23100616
181,-77.65874,-73.63582,-79.18069,-74.38654,-83.10526,-85.58091,-90.95177,-75.19612,46.46087432,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.79876797,12.29876797
182,-78.61242,-75.41322,-76.61864,-77.15267,-81.27348,-79.82635,-84.91867,-78.56599,46.7200706,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.86652977,12.36652977
183,-74.60208,-73.11707,-78.25428,-79.22644,-91.34957,-88.37186,-87.41657,-80.7962,46.97973108,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,12.93429158,12.43429158
184,-70.83168,-68.33185,-72.20327,-71.19319,-94.37903,-77.06934,-76.48191,-75.36855,47.23948169,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.00205339,12.50205339
185,-79.25168,-75.49211,-69.45057,-68.9241,-93.82948,-77.64829,-76.15809,-78.5839,47.49715662,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.0698152,12.5698152
186,-77.85054,-72.06897,-72.73189,-72.24977,-86.26662,-79.70931,-75.51404,-77.15238,47.75562453,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.137577,12.637577
187,-74.44077,-73.80663,-69.88963,-71.04089,-83.53436,-78.62307,-78.19379,-78.05769,48.01508689,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.20533881,12.70533881
188,-75.32493,-69.10947,-68.50076,-70.49937,-82.43056,-79.56742,-72.5432,-75.89478,48.27433968,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.27310062,12.77310062
189,-79.93822,-73.03448,-72.12955,-73.20132,-78.7355,-78.63062,-74.49986,-80.56567,48.53446054,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.34086242,12.84086242
190,-77.7043,-71.83408,-68.63241,-70.04944,-78.63427,-73.60315,-73.81941,-87.1729,48.79255605,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.40862423,12.90862423
191,-71.92281,-69.08641,-68.88704,-73.21033,-77.43099,-71.09486,-78.53918,-68.99928,49.05442834,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.47638604,12.97638604
192,-75.07271,-74.66869,-70.24867,-71.13825,-76.68563,-81.50987,-77.43839,-79.86461,49.31335449,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.54414784,13.04414784
193,-74.42913,-74.92297,-68.91615,-70.88951,-72.94115,-69.80636,-75.46795,-76.7141,49.57386255,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.61190965,13.11190965
194,-70.72969,-72.22156,-67.17184,-69.77443,-72.77319,-74.96724,-71.6991,-74.69372,49.83220792,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.67967146,13.17967146
195,-77.41299,-74.36372,-70.92223,-74.97408,-74.60002,-73.00966,-78.81605,-80.75245,50.09146118,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.74743326,13.24743326
196,-72.93762,-69.68678,-70.92018,-75.12032,-79.6349,-74.44747,-77.9212,-78.68354,50.34932184,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.81519507,13.31519507
197,-70.80753,-71.9328,-76.31702,-81.0302,-81.3399,-75.77535,-84.49392,-84.54527,50.60885978,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.88295688,13.38295688
198,-73.13354,-76.07408,-80.36716,-83.19087,-82.01102,-80.76117,-83.30846,-78.83362,50.86841559,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,13.95071869,13.45071869
199,-74.63364,-74.50301,-85.0564,-83.25258,-84.20941,-78.36087,-81.99747,-80.11996,51.12691736,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.01848049,13.51848049
200,-78.51422,-74.6073,-82.43944,-80.61037,-85.31561,-81.23121,-84.57265,-79.72581,51.38582683,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.0862423,13.5862423
201,-78.30636,-72.05598,-75.0205,-75.10668,-85.63736,-76.45122,-78.91003,-77.70844,51.64438605,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.15400411,13.65400411
202,-79.07272,-72.32707,-73.59792,-75.46564,-83.08779,-76.50544,-79.24535,-75.62217,51.9024961,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.22176591,13.72176591
203,-73.79722,-73.08479,-72.75725,-73.81703,-82.48908,-74.62575,-85.89892,-72.84279,52.16288662,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.28952772,13.78952772
204,-78.63737,-72.57159,-72.00893,-73.95648,-81.4631,-77.07855,-78.0918,-71.38086,52.42102289,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.35728953,13.85728953
205,-80.06107,-71.45187,-73.04035,-75.44635,-86.79733,-80.11813,-79.81216,-76.22974,52.67858338,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.42505133,13.92505133
206,-76.38114,-75.83737,-71.82771,-75.52614,-84.76641,-83.48174,-76.35464,-75.45199,52.9401691,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.49281314,13.99281314
207,-71.19904,-73.98297,-74.32315,-81.24245,-85.82247,-86.92756,-85.46758,-72.70663,53.19960999,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.56057495,14.06057495
208,-77.76608,-74.19017,-81.3279,-79.37423,-91.61665,-80.72556,-81.99091,-79.52432,53.46036339,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.62833676,14.12833676
209,-76.3549,-70.14418,-75.68865,-74.87273,-80.92518,-80.40927,-83.73473,-77.79158,53.72002268,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.69609856,14.19609856
210,-73.1182,-73.57886,-78.03018,-76.99863,-83.5064,-80.95219,-77.06525,-74.7764,53.98023796,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.76386037,14.26386037
211,-74.61877,-70.22874,-76.81893,-75.36848,-82.63464,-87.2752,-80.41216,-79.30541,54.23945093,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.83162218,14.33162218
212,-79.06291,-70.76695,-80.1579,-76.2009,-89.60858,-77.93165,-80.80966,-87.4532,54.50024033,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.89938398,14.39938398
213,-78.62325,-82.87605,-83.81038,-82.4364,-83.16551,-92.84267,-95.91206,-82.17478,54.76013112,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,14.96714579,14.46714579
214,-80.93159,-74.42587,-78.67918,-86.21336,-85.16669,-78.41442,-83.66079,-74.4004,55.02048087,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.0349076,14.5349076
215,-75.13503,-73.63669,-79.33361,-81.80907,-86.42988,-82.56112,-92.17628,-78.03668,55.28117824,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.1026694,14.6026694
216,-79.47674,-72.43678,-81.57788,-82.68132,-86.23167,-84.6667,-82.42178,-78.2127,55.53974342,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.17043121,14.67043121
217,-82.5752,-73.85555,-80.77023,-80.27644,-84.7162,-73.83219,-82.50832,-72.66338,55.79664278,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.23819302,14.73819302
218,-75.57425,-72.21814,-80.91505,-79.44234,-80.00687,-79.87657,-80.31792,-76.98205,56.05626869,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.30595483,14.80595483
219,-78.84882,-76.84648,-74.48288,-80.6608,-81.40128,-76.1358,-82.1634,-83.35622,56.31495953,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.37371663,14.87371663
220,-73.81256,-70.58986,-72.37646,-78.73756,-81.32922,-79.24918,-83.67577,-78.35661,56.57452965,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.44147844,14.94147844
221,-76.61768,-74.72116,-79.69026,-86.44791,-81.52017,-83.28789,-84.48396,-79.7335,56.83387041,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.50924025,15.00924025
222,-74.06356,-75.54753,-77.61474,-81.15133,-82.90336,-79.29221,-77.452,-76.69971,57.09350514,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.57700205,15.07700205
223,-75.3308,-69.21684,-80.88584,-80.11935,-81.83467,-79.88569,-80.52969,-79.77095,57.35297084,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.64476386,15.14476386
224,-74.66515,-76.00047,-79.47666,-91.25381,-88.90137,-83.06922,-80.74319,-79.49728,57.61225557,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.71252567,15.21252567
225,-77.54735,-78.2148,-75.9873,-82.85386,-85.78651,-81.91443,-86.49116,-72.47695,57.87186098,1,0.4,915.5,5,9,0,8,6.5,17.5,12.5,8.8,6.3,0,1,15.78028747,15.28028747
