,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,channel,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-73.20554,-77.56339,-78.28036,-86.43479,-86.89154,-81.59599,-81.52634,-74.12476,0.2613234519958496,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,0.5336048879837068,0.03360488798370672
1,-80.32054,-74.50638,-80.07575,-79.42945,-81.82811,-84.02808,-90.33088,-77.25072,0.5168044567108154,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,0.6008146639511202,0.10081466395112015
2,-72.46877,-72.08237,-82.69669,-83.9093,-89.15126,-80.7856,-73.29884,-81.76159,0.7717239856719971,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,0.6680244399185336,0.1680244399185336
3,-70.31502,-74.61748,-82.87262,-78.72705,-86.89484,-88.87789,-77.33567,-76.73536,1.0252907276153564,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,0.7352342158859471,0.23523421588594703
4,-78.58246,-73.61832,-88.272,-81.0098,-83.91782,-84.78493,-83.09601,-79.14674,1.2787342071533203,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,0.8024439918533605,0.30244399185336046
5,-86.76237,-76.75983,-82.99978,-83.16606,-83.631,-85.76338,-82.28073,-83.74605,1.53171968460083,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,0.8696537678207739,0.3696537678207739
6,-74.95682,-78.2657,-87.20593,-85.37081,-86.89727,-87.99986,-82.24123,-77.72301,1.7902216911315918,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,0.9368635437881874,0.43686354378818737
7,-74.5099,-76.72061,-81.63665,-82.13711,-88.7216,-85.13831,-81.35403,-76.57265,2.0443990230560303,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.0040733197556007,0.5040733197556008
8,-76.8368,-73.92212,-79.5922,-77.79185,-82.80449,-86.30969,-83.15193,-83.51463,2.2994627952575684,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.0712830957230142,0.5712830957230143
9,-73.90952,-71.24687,-78.32473,-79.51813,-83.04912,-79.4305,-72.5548,-80.43106,2.554353952407837,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.1384928716904277,0.6384928716904277
10,-73.65139,-81.2007,-83.37332,-86.76928,-85.52551,-86.76469,-76.7998,-76.36502,2.811103582382202,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.2057026476578412,0.7057026476578411
11,-72.0305,-76.12587,-81.20039,-97.8699,-91.17827,-81.71751,-94.22364,-77.25887,3.063772439956665,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.2729124236252547,0.7729124236252546
12,-74.76074,-75.88116,-83.11567,-84.30943,-87.26327,-88.68623,-81.58391,-81.55555,3.3181238174438477,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.340122199592668,0.840122199592668
13,-72.59719,-75.76598,-84.31741,-84.47707,-84.12089,-83.50095,-81.28106,-74.57797,3.5723001956939697,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.4073319755600815,0.9073319755600815
14,-75.34144,-71.23941,-81.15809,-82.69096,-87.0843,-84.09457,-77.10207,-72.82846,3.827233076095581,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.4745417515274948,0.9745417515274949
15,-72.05943,-77.4304,-80.3284,-76.42617,-85.63499,-86.4334,-74.88661,-77.57442,4.085453748703003,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.5417515274949083,1.0417515274949083
16,-72.43945,-75.37987,-75.60468,-75.69484,-84.61506,-82.11308,-77.1383,-74.28292,4.340488433837891,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.6089613034623218,1.1089613034623218
17,-75.55322,-71.435,-76.73114,-76.34251,-94.02645,-99.68571,-74.72369,-73.65748,4.592625379562378,1.0,0.4,915.5,8.5,13.0,0.0,8.0,6.5,17.5,12.5,8.8,6.3,0.0,3.0,1.6761710794297353,1.1761710794297353
