,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,channel,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-72.90263,-67.17953,-69.75073,-66.44547,-77.77773,-80.81212,-84.4231,-90.20157,0.12872052192687988,0.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.5,0.0
1,-68.47523,-63.11341,-72.41006,-69.15076,-75.30293,-77.00223,-73.48222,-87.17641,0.25698041915893555,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.531548757170172,0.03154875717017208
2,-67.81498,-63.43974,-70.02622,-68.70695,-77.20868,-89.24613,-76.57378,-84.3366,0.38735294342041016,0.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.5630975143403442,0.06309751434034416
3,-85.99929,-61.60012,-67.13434,-65.35567,-76.9435,-83.51334,-78.39625,-83.89316,0.5131173133850098,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.5946462715105163,0.09464627151051624
4,-69.17076,-62.61339,-76.5486,-71.35557,-82.41834,-76.79784,-82.22167,-88.40698,0.6397802829742432,0.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.6261950286806883,0.12619502868068833
5,-66.90874,-62.23364,-68.62431,-67.736,-82.26016,-80.64016,-79.18478,-91.3492,0.7645711898803711,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.6577437858508604,0.1577437858508604
6,-74.33172,-77.72206,-71.39304,-67.87074,-85.17709,-86.50704,-80.3942,-88.88525,0.8901336193084717,0.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.6892925430210325,0.1892925430210325
7,-71.25391,-60.65792,-75.82333,-70.95024,-86.34027,-77.82028,-77.47168,-81.91608,1.0161540508270264,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.7208413001912046,0.22084130019120457
8,-76.94702,-67.95448,-71.62259,-68.56236,-87.96246,-85.92127,-83.7912,-83.95384,1.144014596939087,0.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.7523900573613767,0.25239005736137665
9,-84.90598,-66.50316,-70.32465,-67.56908,-86.33827,-78.9179,-85.97042,-88.18071,1.2695400714874268,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,3.0,0.7839388145315487,0.28393881453154873
