,Py0,Pz0,Py1,Pz1,Py2,Pz2,Py3,Pz3,time,channel,tag_height,frequency,tx_x,tx_y,rx0_x,rx0_y,rx1_x,rx1_y,rx2_x,rx2_y,rx3_x,rx3_y,x,y,distance
0,-72.04884,-68.06773,-74.87701,-81.90996,-75.0043,-73.01118,-78.37555,-78.98298,0.25669169425964355,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,0.5310734463276836,0.031073446327683617
1,-77.16875,-67.62619,-75.66866,-76.90536,-82.16373,-73.07157,-78.9438,-81.00432,0.5114507675170898,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,0.5932203389830508,0.09322033898305085
2,-71.31802,-69.38696,-77.25748,-77.70882,-77.10323,-78.19199,-84.62067,-85.42908,0.7640557289123535,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,0.655367231638418,0.1553672316384181
3,-75.71886,-66.42378,-77.71526,-80.56425,-77.02784,-72.8431,-84.34973,-85.09363,1.0168910026550293,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,0.7175141242937854,0.21751412429378533
4,-78.42181,-75.84274,-77.44556,-81.01647,-78.8996,-75.48167,-77.93296,-81.70435,1.270482063293457,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,0.7796610169491526,0.2796610169491526
5,-79.82494,-65.21483,-76.96689,-75.65289,-81.41829,-76.36626,-76.17062,-80.76384,1.5244309902191162,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,0.8418079096045198,0.3418079096045198
6,-73.66882,-65.37255,-80.07425,-79.78423,-80.22968,-74.28057,-79.4463,-80.16052,1.7797317504882812,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,0.903954802259887,0.403954802259887
7,-76.87065,-68.6087,-79.2254,-80.14806,-80.60905,-76.29656,-83.83618,-83.59879,2.0388503074645996,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,0.9661016949152543,0.46610169491525427
8,-78.81324,-68.89406,-74.68286,-79.0172,-81.37431,-72.90107,-79.19917,-81.92525,2.2962417602539062,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.0282485875706215,0.5282485875706215
9,-77.63465,-70.31776,-77.60389,-85.99033,-83.41014,-78.27044,-85.83053,-80.41176,2.551638603210449,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.0903954802259888,0.5903954802259888
10,-78.26453,-70.37782,-78.86289,-81.71867,-78.43105,-74.15024,-77.38703,-86.87273,2.808725357055664,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.152542372881356,0.652542372881356
11,-72.7663,-65.00688,-71.71683,-75.10621,-79.17255,-76.91569,-71.29546,-74.75756,3.0665183067321777,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.2146892655367232,0.7146892655367232
12,-74.04173,-66.22176,-79.70647,-81.63464,-75.19861,-73.00767,-78.15536,-78.34895,3.3232271671295166,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.2768361581920904,0.7768361581920904
13,-70.57204,-66.41957,-74.04832,-75.03304,-83.53889,-75.73701,-73.31962,-80.73195,3.5769548416137695,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.3389830508474576,0.8389830508474577
14,-71.0618,-67.15411,-80.1923,-78.51032,-79.24934,-78.10065,-69.45286,-82.92463,3.834648370742798,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.4011299435028248,0.9011299435028249
15,-76.13777,-63.42584,-75.51383,-73.72105,-75.50268,-76.03943,-71.34159,-75.40064,4.093317031860352,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.463276836158192,0.9632768361581922
16,-70.33209,-62.07763,-73.05299,-71.86758,-83.92263,-71.76405,-69.08369,-73.34328,4.352476596832275,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.5254237288135595,1.0254237288135595
17,-73.88418,-63.92626,-78.42801,-79.57129,-80.96153,-80.06612,-75.53506,-73.87474,4.607860565185547,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.5875706214689267,1.0875706214689267
18,-75.74491,-64.13278,-77.5876,-72.6795,-75.83549,-70.23357,-71.60754,-75.71362,4.862531661987305,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.649717514124294,1.149717514124294
19,-71.94866,-61.36921,-68.70253,-73.4031,-82.10928,-84.49136,-66.08878,-75.41365,5.116760492324829,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.7118644067796611,1.2118644067796611
20,-67.8656,-59.60544,-69.57735,-72.34465,-71.86569,-70.62751,-69.76317,-70.76464,5.370628356933594,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.7740112994350283,1.2740112994350283
21,-68.03322,-62.60547,-68.29456,-75.0695,-90.55702,-71.53063,-74.13762,-70.47359,5.625426292419434,1.0,0.4,915.5,5.0,9.0,0.0,1.5,0.0,15.0,11.0,14.0,11.0,2.5,6.0,1.8361581920903955,1.3361581920903955
